Company,Sector,Quarter,Speaker,Title,Role,Categories,Quantified,Sentiment,Quote
ANET,Communications Equipment,2025Q2,Jayshree V. Ullal,Chairperson and CEO,Executive,"AI-Native Product, AI Infrastructure",Yes,0.4,"So to the question you were asking, our increased $550 million had a little bit of Velo, not material, as Chantelle reminds me, but a lot of cloud and AI as well as enterprise campus."
ANET,Communications Equipment,2025Q2,Jayshree V. Ullal,Chairperson and CEO,Executive,Uncategorized,No,0.5,"So first, scale-up is a unique requirement, and it will particularly come in as people start building more AI racks."
ANET,Communications Equipment,2025Q2,Jayshree V. Ullal,Chairperson and CEO,Executive,AI Infrastructure,No,0.6,"On AI, despite losing one of our key anchor customers, we were still able to achieve and exceed measures."
ANET,Communications Equipment,2025Q2,Chantelle Breithaupt,CFO,Executive,Uncategorized,No,0.3,"From the deferred balance between products and services, this is indicative of new product, new use case, AI, and is across those categories."
ANET,Communications Equipment,2025Q2,Jayshree V. Ullal,Chairperson and CEO,Executive,Uncategorized,No,0.6,"Definitely, AI is going to create large investments that will translate into some investments into us as well."
ANET,Communications Equipment,2025Q2,Aaron Rakers,Analyst,Analyst,Vague/Buzzword,No,0.2,"As we think about the sovereign AI opportunity, how should we look at customer engagements?"
ANET,Communications Equipment,2025Q2,Jayshree V. Ullal,Chairperson and CEO,Executive,Uncategorized,No,0.4,We're cautiously optimistic about the sovereign AI segment.
ANET,Communications Equipment,2025Q2,Jayshree V. Ullal,Chairperson and CEO,Executive,Uncategorized,No,0.6,We are looking forward to continued innovation and believe our platform is capable of supporting both AI and WAN applications effectively.
ANET,Communications Equipment,2025Q3,Rudolph Araujo,Head of Investor Advocacy,Executive,Uncategorized,No,0.5,"During the course of this conference call, Arista Networks management will make forward-looking statements, including those relating to our financial outlook for the fourth quarter of the 2025 fiscal year, longer-term business model and financial outlook for 2026 and beyond, our total addressable ma"
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.8,"Our stated goal of $1.5 billion AI aggregate for 2025, comprising both back end and front end is well underway."
ANET,Communications Equipment,2025Q3,Kenneth Duda,President and Chief Technology Officer,Executive,"Internal Automation, AI Infrastructure",No,0.9,"I would like to one of the best things about working at Arista is getting to build some of the most ambitious networks ever built, ultra-low latency trading networks, global scale cloud networks and most recently, multi-petabit AI networks."
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,AI Infrastructure,No,0.7,"You have always built the always-on resilient leaf-spine architecture, both now for networking for AI workloads, and AVA to bring AI to networking."
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,AI Infrastructure,Yes,0.9,"With Tyson's credentials and a track record, Arista is really poised to address multiple facets of cloud and AI innovation at a system-wide level converging silicon, hardware, software, cables, optics and racks as an overall platform."
ANET,Communications Equipment,2025Q3,Chantelle Breithaupt,CFO,Executive,AI Infrastructure,Yes,0.8,"Revenue of $2.3 billion to $2.4 billion with continued growth expected across our cloud, AI, enterprise and providers markets."
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,AI Infrastructure,Yes,0.3,"We do have a mix of product margin where it's significantly below 60% with our cloud and AI titans driving the volume and higher obviously, for the enterprise customers."
ANET,Communications Equipment,2025Q3,Atif Malik,Analyst,Analyst,AI Infrastructure,No,0.2,"Jayshree, in your prepared remarks, you mentioned large language model providers like OpenAI, Anthropic, and they have announced partnerships with your cloud titans."
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,AI Infrastructure,No,0.4,"We intimately work with the software and LLM players because they certainly guide the design but we also work with the cloud titans, and it's a shared responsibility between both of them and where the responsibility for procuring the large data centers and the power and the location and the cooling "
ANET,Communications Equipment,2025Q3,Chantelle Breithaupt,CFO,Executive,Uncategorized,No,0.2,"The only other thing I'd add to this just generally is a topic is that when you think about that the large AI use cases are acceptance clauses, it really comes down to that coming together and the timing of that."
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,AI Infrastructure,No,0.0,"In AI, it's taking longer."
ANET,Communications Equipment,2025Q3,David Vogt,Analyst,Analyst,Uncategorized,No,-0.1,"Considering the outlook for 2026 that you recently raised, which we didn't anticipate would happen this early, I want to discuss your efforts related to the AI-centric opportunities, campus, and Velo."
ANET,Communications Equipment,2025Q3,Chantelle Breithaupt,CFO,Executive,Uncategorized,No,0.1,We have set specific goals for ourselves in relation to AI and our campus initiatives.
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,AI Infrastructure,No,0.4,"And so yelling isn't the tone I'd like to attribute it to, excitement maybe, your enthusiasm is the one I'd like you to think about, which is clearly, AI and campus is going to grow and do great guns for us as it should because they are 2 very large TAMs."
ANET,Communications Equipment,2025Q3,Benjamin Reitzes,Analyst,Analyst,AI Infrastructure,No,0.4,I think there was an earlier question around OpenAI and Anthropic and just some of these larger builds with the private companies that obviously are becoming hyperscalers.
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,"AI-Native Product, AI Infrastructure",Yes,0.6,"Until now, majority of how we've measured our AI success through our cloud and AI titans has been number of GPUs and how much are they installing and can we verify that the Ethernet network works."
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,"AI-Native Product, AI Infrastructure",No,0.6,These are critical AI workloads.
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,"AI-Native Product, AI Infrastructure",No,0.3,We are aware of specific instances among our cloud partners where this pressure is not only affecting AI developments but also pushing them to upgrade their cloud infrastructure.
ANET,Communications Equipment,2025Q3,Karl Ackerman,Analyst,Analyst,"AI-Native Product, AI Infrastructure",No,0.3,"How should we think about your market opportunity between disaggregated scheduled fabrics versus nonscheduled fabrics, which appear to be used in the largest AI accelerator clusters at one of your largest customers?"
ANET,Communications Equipment,2025Q3,Kenneth Duda,President and Chief Technology Officer,Executive,Uncategorized,No,0.4,"It's incredibly mission-critical and supports a whole variety of applications, not just the straightforward if demanding communication patterns of the AI back end."
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,AI Infrastructure,Yes,0.5,"On one side, the AI and cloud makes us dizzy."
ANET,Communications Equipment,2025Q3,John Jeffrey Hopson,Analyst,Analyst,AI Infrastructure,No,0.2,"We've seen a lot of the deals with the hyperscalers or the AI model companies with new data center build-outs, probably not a level since we've seen with the cloud build-out."
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,AI Infrastructure,No,0.5,So these are newly constructed AI build-outs as opposed to the traditional CPU or storage-driven cloud build-outs.
ANET,Communications Equipment,2025Q3,Jayshree Ullal,CEO,Executive,AI Infrastructure,No,0.3,"So we're working again on this dichotomy in our business and planning as much as we can for the AI, but also planning ahead as much as we can for the enterprise and campus."
AJG,Insurance Brokers,2024Q2,J. Patrick Gallagher,Chairman and CEO,Executive,Uncategorized,Yes,0.5,"You can't take a book, there's no AI that says, Oh, an auto dealer has this much appetite for risk based on the number of cars in the lot."
AJG,Insurance Brokers,2024Q2,Douglas Howell,CFO,Executive,Uncategorized,Yes,0.6,It really is going to allow us to deploy AI into that environment.
AJG,Insurance Brokers,2025Q2,Douglas K. Howell,CFO,Executive,"Internal Automation, AI Infrastructure",Yes,0.7,"We have numerous factors that will enhance our productivity and quality, including a more stable labor environment, better returns from our technology investments in client-facing tools, successful early AI implementations, further centralization of back-office services, all supported by a strong op"
AJG,Insurance Brokers,2025Q2,Douglas K. Howell,CFO,Executive,"AI-Enhanced Feature, Internal Automation, AI Infrastructure",No,0.6,We're currently running some impressive AI projects that have begun to show early victories.
AJG,Insurance Brokers,2025Q2,Andrew E. Andersen,Analyst,Analyst,Uncategorized,No,0.0,"And then I think in the script, you mentioned some early AI successes."
AJG,Insurance Brokers,2025Q2,Douglas K. Howell,CFO,Executive,Internal Automation,No,0.6,"On the back office front, we're starting to gain momentum with near AI solutions for bank reconciliations, among other tasks, though we still have many of those processes ongoing."
AJG,Insurance Brokers,2025Q3,Douglas Howell,CFO,Executive,Internal Automation,Yes,0.9,"I believe this will present us with significant opportunities to utilize our technologies, including the AI initiatives we're currently developing."
AJG,Insurance Brokers,2025Q4,Andrew Kligerman,Analyst,Analyst,Uncategorized,No,0.2,Could you talk about how AI might affect your small business production?
AJG,Insurance Brokers,2025Q4,J. Patrick Gallagher,Chairman and CEO,Executive,Uncategorized,No,0.3,The trusted adviser is more important today because of AI than it was before.
AJG,Insurance Brokers,2025Q4,Douglas K. Howell,CFO,Executive,Internal Automation,No,0.5,We view AI as a terrific tool to improve processes.
AIZ,Multi-line Insurance,2025Q1,Keith Demmings,President and CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.8,"Our approach continues to generate momentum and through key investments in leading-edge technology including automation, robotics and AI at our device care centers, we anticipate meaningful opportunities to offer additional value-added services to our key mobile clients in the near future."
T,Integrated Telecommunication Services,2023Q4,John Stankey,CEO,Executive,"AI-Enhanced Feature, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.9,AI-driven efficiencies are also another significant leg of our cost savings efforts as we make progress on achieving our announced incremental $2 billion plus run rate savings target by mid-2026.
T,Integrated Telecommunication Services,2024Q1,John Stankey,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.9,"The continued adoption of AI is not only helping us make progress on this goal, but also benefiting our employee and customer experiences."
T,Integrated Telecommunication Services,2024Q1,John Hodulik,Analyst,Analyst,AI Infrastructure,No,0.1,Do you expect that to continue despite the fact that we may have a sort of AI device launch later this year?
T,Integrated Telecommunication Services,2024Q1,John Stankey,CEO,Executive,AI Infrastructure,No,0.9,I anticipate that companies will seek additional funds to invest in AI.
T,Integrated Telecommunication Services,2024Q2,John Stankey,CEO,Executive,AI-Native Product,No,0.1,There have been other AI devices that have come into the handset ecosystem over the last couple of months.
T,Integrated Telecommunication Services,2024Q3,Simon Flannery,Analyst,Analyst,Uncategorized,No,0.2,"What are you expecting in the fourth quarter and longer term as Apple introduces AI, etc.?"
T,Integrated Telecommunication Services,2024Q3,Pascal Desroches,CFO,Executive,Vague/Buzzword,No,0.5,"We still have an opportunity across the board to continue to work on cost, whether associated with serving customers through the use of AI, machine learning, there are plenty of opportunities there as well as rationalizing our real estate footprint."
T,Integrated Telecommunication Services,2024Q4,John Stankey,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.9,"In 2025, we'll make progress on this goal by further integrating AI throughout our operations."
T,Integrated Telecommunication Services,2024Q4,Timothy Horan,Analyst,Analyst,AI Infrastructure,No,0.3,"I'm sure you've seen DeepSeek has created a much lower-cost, large language model out there."
T,Integrated Telecommunication Services,2024Q4,John Stankey,CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.7,"If you examine our cost of service dynamics, our improvements in call centers and our interactions with customers have largely been driven by applying AI tools."
ADSK,Application Software,2023Q1,Andrew Anagnost,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.8,"Guests collaborate with each other and AI, adjusting the input they deem most important."
ADSK,Application Software,2023Q1,Andrew Anagnost,CEO,Executive,"AI-Enhanced Feature, AI Infrastructure",No,0.8,These are all people trying to buy into this connected AI-driven cloud-based design through construction environment.
ADSK,Application Software,2023Q2,Andrew Anagnost,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,0.9,"We're also giving our customers control of their data through Bridge, leveraging the power of machine learning to anticipate project risk and seamlessly connecting workflows like takeoff, estimating and budgeting to delight our customers and improve their productivity."
ADSK,Application Software,2023Q2,Andrew Anagnost,CEO,Executive,"Internal Automation, AI Infrastructure",No,0.7,"It's also quite challenging to consistently provide support across multiple platforms, devices, cloud computing, and AI automation."
ADSK,Application Software,2023Q4,Matthew Hedberg,Analyst,Analyst,Uncategorized,No,0.3,"And with all the news on AI recently, I'm wondering if you can kind of give us your perspective on how Autodesk plans to leverage AI and sort of the impact on design?"
ADSK,Application Software,2023Q4,Andrew Anagnost,CEO,Executive,Internal Automation,No,0.5,So ChatGPT has obviously given a massive amount of validation to the potential of AI.
ADSK,Application Software,2025Q3,Andrew Anagnost,CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.7,"I concluded that Autodesk's investment in cloud, platform, and AI in pursuit of those opportunities were ahead of its peers."
ADSK,Application Software,2025Q3,Andrew Anagnost,CEO,Executive,Internal Automation,No,0.8,"So first off, before I comment on Bernini, AI is you might have heard from AU."
ADSK,Application Software,2025Q4,Andrew Anagnost,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",No,0.9,"Autodesk is focused on the convergence of design and make in the cloud, enabled by platform, industry clouds, and AI."
ADSK,Application Software,2025Q4,Janesh Moorjani,CFO,Executive,"Internal Automation, AI Infrastructure",Yes,0.9,"First, we are well-positioned to deliver growth at scale, as we drive the convergence of design and make in the cloud, enabled by platform, industry clouds, and AI."
ADSK,Application Software,2025Q4,Andrew Anagnost,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure, Risk/Regulatory",Yes,1.0,"For example, our recently launched AutoConstrain tool in Fusion, which leverages AI to simplify the process of defining sketch geometry, has a roughly 50% acceptance rate on suggested geometry, saving significant time for higher value work."
ADSK,Application Software,2025Q4,Andrew Anagnost,CEO,Executive,"Internal Automation, AI Infrastructure",No,0.6,"And that includes investing in the industry cloud, the core cloud platform, and in AI."
ADSK,Application Software,2025Q4,Andrew Anagnost,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.5,"As you know, Jay, we just introduced our first commercial AI, a generative-AI feature into Fusion."
ADSK,Application Software,2025Q4,Matt Hedberg,Analyst,Analyst,Uncategorized,No,0.3,"Maybe, Andrew, you talked a little bit earlier about Fusion, Gen AI, the product launch there."
ADSK,Application Software,2025Q4,Andrew Anagnost,CEO,Executive,"AI-Enhanced Feature, Internal Automation",No,0.7,"As the tools get more and more productive, obviously, there is opportunity to charge additional money for really high productivity AI features."
ADP,Human Resource & Employment Services,2023Q3,Maria Black,President and CEO,Executive,Internal Automation,No,0.6,"Some of the things I talked about, new products that we’re leveraging, the likes of AI to actually drive self-service, to drive better experience for our clients, their employees, and drive friction out."
ADP,Human Resource & Employment Services,2023Q3,Maria Black,President and CEO,Executive,AI-Native Product,No,0.8,"We’ve invested into artificial intelligence that actually looks across our base to project where we are actually looking at the ADP base to try to serve up the right, call it, PEO seller at the right time to the right ADP clients."
ADP,Human Resource & Employment Services,2023Q3,Tien-Tsin Huang,Analyst,Analyst,Uncategorized,No,0.0,Just I have to ask you since you mentioned Maria with AI.
ADP,Human Resource & Employment Services,2023Q3,Maria Black,President and CEO,Executive,"Internal Automation, Risk/Regulatory",No,0.7,"But the real answer is, just like everybody else, we are incredibly excited about generative AI."
ADP,Human Resource & Employment Services,2025Q2,James Faucette,Analyst,Analyst,Internal Automation,No,0.5,And then I wanted to do a little bit of a status check on some of your AI and machine learning driven initiatives.
ADP,Human Resource & Employment Services,2025Q2,Maria Black,President and CEO,Executive,"AI-Native Product, Internal Automation",No,0.8,"So, I'll start and I certainly welcome Don to chime in here with respect to the results that we're seeing, but we are laser-focused on our Generative AI strategy, and our overall approach."
ADP,Human Resource & Employment Services,2025Q3,Maria Black,President and CEO,Executive,"AI-Native Product, Internal Automation, Risk/Regulatory",Yes,0.7,"Finally, our focus on best-in-class HCM technology led to several recent awards, including RUN being named number one on G2's Best Software Products for Small Business, ADP Lyric HCM being named Data Solution of the Year for Human Resources and the 2025 Data Breakthrough Awards and ADP Assist being "
ADP,Human Resource & Employment Services,2025Q4,Maria Black,President and CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation",Yes,0.8,"On the AI front, we continued the rollout of ADP Assist which provides the latest AI-driven capabilities into our products, and we're seeing fantastic engagement from our clients with millions of interactions in fiscal '25."
ADP,Human Resource & Employment Services,2025Q4,Maria Black,President and CEO,Executive,Internal Automation,No,0.3,"We showcased a lot of that, specifically at Investor Day, things like the Zone, which is our proprietary, if you will, portal for our sellers to engage with things like generative AI to serve up the right lead at the right time to the right seller."
ADP,Human Resource & Employment Services,2025Q4,David Paige Papadogonas,Analyst,Analyst,Uncategorized,No,0.0,"Maria, Peter, I was wondering if you could just detail what the AI contribution is to margins, either on the upside or is investing that still needs to go on to get the AI product through and up and running?"
ADP,Human Resource & Employment Services,2025Q4,Peter Hadley,CFO,Executive,Internal Automation,No,0.5,"Importantly, we're also able to achieve some operational headcount reduction in these areas due to generative AI and similar tools that we're implementing."
ADP,Human Resource & Employment Services,2025Q4,Daniel William Jester,Analyst,Analyst,Uncategorized,No,0.0,I appreciate kind of AI is still in the net investment position.
ADP,Human Resource & Employment Services,2025Q4,Peter Hadley,CFO,Executive,Internal Automation,No,0.5,"We are also seeing productivity improvements from various initiatives, including our AI projects across different parts of the company."
AVB,Multi-Family Residential REITs,2024Q3,Benjamin Schall,CEO and President,Executive,Uncategorized,Yes,0.8,"We are tracking on plan, including further deployments of AvalonConnect and our neighborhood operating model, as well as advancements in our utilization of AI."
AVB,Multi-Family Residential REITs,2024Q4,Benjamin Schall,CEO and President,Executive,"Internal Automation, Risk/Regulatory",Yes,0.7,"We also continue to be at the forefront in the use of AI in the apartment industry, having been an early investor and adopter."
AVB,Multi-Family Residential REITs,2025Q1,Sean Breslin,CFO,Executive,AI-Native Product,No,0.5,AI is certainly a big part of that.
AXON,Aerospace & Defense,2023Q3,Rick Smith,CEO,Executive,"Internal Automation, AI Infrastructure",Yes,0.8,This is how we were the first to evangelize cloud software to public safety in the early 2010s and why we believe we'll be first introducing generative AI tools in the 2020s.
AXON,Aerospace & Defense,2023Q3,Rick Smith,CEO,Executive,Vague/Buzzword,No,0.4,"In our shareholder newsletter last year, I discussed the potential of investing in counter-material drones for Ukraine, which could use autonomous AI to target equipment while avoiding civilian casualties."
AXON,Aerospace & Defense,2023Q3,Rick Smith,CEO,Executive,"Internal Automation, AI Infrastructure",No,0.5,"Over time, as we enhance our capabilities, I believe there will be opportunities to expand beyond just policing vehicles to other types, where we can integrate our network and workflows with our sensor technology and eventually use AI on that data."
AXON,Aerospace & Defense,2023Q3,Jeremy Hamblin,Analyst,Analyst,Uncategorized,No,0.1,"You know, I wanted to and apologies if you've gone through this a little bit already, but I wanted to come back into the Fleet product just to understand, you know, where we are in terms of, you know, it looks like you've really continued to gain share in that product and, you know, in terms of wher"
AXON,Aerospace & Defense,2023Q3,Rick Smith,CEO,Executive,"Internal Automation, AI Infrastructure",No,0.5,"But over time, the array of capability and our ability to move at sort of commercial speed to bring AI and sensor capabilities, I think there could be opportunities for us to move up the value chain from just sort of policing vehicles into other types of vehicles where we can integrate our network, "
AXON,Aerospace & Defense,2023Q4,Rick Smith,CEO,Executive,AI-Native Product,Yes,0.7,We're innovating in diverse areas from robotic security to Generative AI to virtual reality.
AXON,Aerospace & Defense,2024Q1,Patrick Smith,CEO,Executive,AI Infrastructure,Yes,0.9,Another area I'm very passionate about is the realm of artificial intelligence.
AXON,Aerospace & Defense,2024Q1,Patrick Smith,CEO,Executive,AI-Enhanced Feature,No,0.6,"And obviously, AI can be a bit controversial."
AXON,Aerospace & Defense,2024Q1,Jeffrey Kunins,COO,Executive,Risk/Regulatory,No,0.5,"And then the second thing, as Rick was saying, a lot of people talk about the concepts of responsible AI and using these techniques in ways that combine effective results for customers with doing it in a principled and appropriate way, and Draft One really is that actually put into action."
AXON,Aerospace & Defense,2024Q1,Trevor Walsh,Analyst,Analyst,Uncategorized,No,0.1,It was encouraging to hear the discussion about the opportunities related to AI emerging from Axon Fleet.
AXON,Aerospace & Defense,2024Q2,Rick Smith,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",No,0.9,First and possibly the most significant is artificial intelligence.
AXON,Aerospace & Defense,2024Q2,Josh Isner,CFO,Executive,"AI-Native Product, Internal Automation",Yes,0.8,"Revenue from productivity, AI products, real-time operations, and drones and robotics drove almost half of the growth in our software revenue in Q2."
AXON,Aerospace & Defense,2024Q2,Jonathan Ho,Analyst,Analyst,Uncategorized,No,0.3,"I definitely appreciate the AI commentary, but just wanted to get a sense of maybe what's driving the performance this quarter and what you're most excited about going forward?"
AXON,Aerospace & Defense,2024Q2,Brittany Bagley,CFO,Executive,Internal Automation,Yes,0.6,"So, calling out productivity and AI and all of those pieces."
AXON,Aerospace & Defense,2024Q2,Rick Smith,CEO,Executive,AI Infrastructure,No,0.7,AI is an exciting area right now.
AXON,Aerospace & Defense,2024Q2,Rick Smith,CEO,Executive,"AI-Native Product, AI Infrastructure",No,0.7,Something really different in the past three months is AI.
AXON,Aerospace & Defense,2024Q2,Rick Smith,CEO,Executive,AI Infrastructure,No,0.7,"Additionally, our transcription service is necessary to transcribe the data, which feeds into the AI model responsible for generating Draft One."
AXON,Aerospace & Defense,2024Q2,Josh Isner,CFO,Executive,AI-Native Product,No,0.8,I think there are similar opportunities there between Respond and other AI offerings to drive additional value and solve additional problems.
AXON,Aerospace & Defense,2024Q3,Rick Smith,CEO,Executive,"AI-Native Product, AI Infrastructure",No,0.9,There's no place where this is more clear to me than the area of artificial intelligence.
AXON,Aerospace & Defense,2024Q3,Josh Isner,CRO,Executive,Internal Automation,Yes,0.8,"Our state and local business is firing on all cylinders, led by Jessica Duncan and the early interest we are seeing in our AI Era plan signals to me that this new offering could be one of the more meaningful drivers for us in the year to come."
AXON,Aerospace & Defense,2024Q3,Rick Smith,CEO,Executive,AI-Native Product,No,0.6,"But I would still say we're at the top of the first inning on what that's going to look like moving forward, especially as we go into next year with Draft Rule One being the anchor product of our AI Era bundle."
AXON,Aerospace & Defense,2024Q3,Rick Smith,CEO,Executive,AI-Enhanced Feature,No,0.5,So we're again converting some of that pipeline into the new kind of AI Era bundle that we're coming out with next year as well.
AXON,Aerospace & Defense,2024Q3,Rick Smith,CEO,Executive,Uncategorized,No,0.4,"So at $85 a month for just Draft One, we're looking at the AI Era bundle price of $199 and the sum of the parts of that bundle is expected to be somewhere around $250 or $350 in terms of everything included in it."
AXON,Aerospace & Defense,2024Q3,Rick Smith,CEO,Executive,Uncategorized,No,0.5,"Of course, the features in the AI Era plan are going to grow rapidly."
AXON,Aerospace & Defense,2024Q3,Brittany Bagley,CFO,Executive,Uncategorized,No,0.5,And I would probably just note that we'll probably hear us talking more and more about the AI bundle plan and less and less about Draft One as sort of an individual product or an individual data point.
AXON,Aerospace & Defense,2024Q3,Mike Ng,Analyst,Analyst,Uncategorized,Yes,0.2,"If you could talk about some of the visibility and the confidence that you have in those things that you mentioned, federal bookings increasing sequentially, international bookings, is it AI Era, is it the pipeline growth that you've seen coming out of IACP, would just love some color around the boo"
AXON,Aerospace & Defense,2024Q3,Brittany Bagley,CFO,Executive,Uncategorized,No,0.8,"The devices on the strength of AB4, TASER on the strength of TASER 10, and then our software, on the strength of both our existing software businesses continuing to perform well, and then the very bright future that we think the AI plan has will continue to drive software."
AXON,Aerospace & Defense,2024Q3,Joe Cardoso,Analyst,Analyst,Uncategorized,No,0.2,Are you embedding any of the new AI suite in that in terms of the releases there?
AXON,Aerospace & Defense,2024Q3,Josh Isner,CRO,Executive,Uncategorized,No,0.7,I don't know that the AI bundle is going to have a major impact on Q4 since we launched it in the same quarter and we're still building the pipe for the long-term for some of our newer features and products.
AXON,Aerospace & Defense,2024Q3,Rick Smith,CEO,Executive,Uncategorized,No,0.2,I just came back from a tech conference and told Jeff we need to pull the emergency brake and take a look at all of our product development plans and look at where AI would enable new features that weren't even on our visibility list a year ago.
AXON,Aerospace & Defense,2024Q3,Rick Smith,CEO,Executive,"AI-Enhanced Feature, AI Infrastructure, Risk/Regulatory",No,0.8,"We also, I do these AI roundtables."
BKR,Oil & Gas Equipment & Services,2023Q1,Lorenzo Simonelli,CEO,Executive,"Internal Automation, AI Infrastructure",No,0.8,"And again, the scope of work includes artificial intelligence, machine learning, predictive analytics, and it's really going to be able to help on the OEM physics-based analytics to improve their capability and reaching their production targets."
BKR,Oil & Gas Equipment & Services,2024Q1,Lorenzo Simonelli,CEO,Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.8,"Adding further impetus to this growth theme is an increasing demand for artificial intelligence, which is expected to be a key enabler in driving significant productivity and efficiency improvement across the entire energy value chain and could enhance decarbonization efforts."
BKR,Oil & Gas Equipment & Services,2024Q1,Lorenzo Simonelli,CEO,Executive,Internal Automation,Yes,0.6,"So as we go forward, no change, and we continue to see this as a space where between our RTS, our ESPs and chemical solutions and also the digital automation and AI that we can deliver through Leucipa, being a great opportunity for our customers and an increasing area of focus for our company."
BKR,Oil & Gas Equipment & Services,2024Q1,James West,Analyst,Analyst,AI Infrastructure,No,0.4,"Lorenzo, wouldn't you have relationships with all the major tech companies, and they're trying to scale data centers and that's being supercharged by AI."
BKR,Oil & Gas Equipment & Services,2024Q1,Lorenzo Simonelli,CEO,Executive,"Internal Automation, AI Infrastructure",No,0.6,"And look, AI provides huge benefits both internally and also from an external perspective to us, internally to drive optimization for our customers, but also externally to drive growth for our equipment and the services that we provide."
BKR,Oil & Gas Equipment & Services,2025Q4,Lorenzo Simonelli,CEO,Executive,"AI-Native Product, AI-Enhanced Feature, Internal Automation, AI Infrastructure",Yes,0.8,Industry estimates suggest that AI infrastructure spending totaled more than $500 billion in 2025 and is expected to approach $1 trillion annually in the late 2020s.
BKR,Oil & Gas Equipment & Services,2025Q4,Lorenzo Simonelli,CEO,Executive,"AI-Native Product, AI Infrastructure",Yes,0.8,"If you look at current projections, power demand will double by 2040 driven by factors such as data centers, digital infrastructure, artificial intelligence, widespread adoption of electric vehicles, and also the transition of industrial processes from fuel-based to electric power solutions, HVAC co"
BALL,"Metal, Glass & Plastic Containers",2025Q3,Daniel Fisher,CEO,Executive,Uncategorized,No,0.7,"And we're kind of early days even with AI technology deploying, and there's a number of applications, both commercially with AI and secondarily within the supply chain and in our plants and operating our plants more efficiently through technology."
BAC,Diversified Banks,2023Q1,Brian Moynihan,CEO,Executive,"AI-Enhanced Feature, Internal Automation",Yes,0.7,"Erica, our AI-driven personal assistant, saw a 35% rise in usage over the past year."
BAC,Diversified Banks,2023Q2,Brian Moynihan,CEO,Executive,"Internal Automation, Risk/Regulatory",Yes,0.8,"This was an early application of natural language processing and artificial intelligence that we built in our company, and it continues to learn more with additional use."
BAC,Diversified Banks,2023Q2,Mike Mayo,Analyst,Analyst,Uncategorized,No,0.1,"On Erica, it could be Bank of America AI, maybe you spin out your Erica business, but you highlight a number of hours it takes in manual labor."
BAC,Diversified Banks,2024Q2,Brian Moynihan,CEO,Executive,"AI-Enhanced Feature, Internal Automation, Risk/Regulatory",Yes,0.7,"We have innovated and significantly streamlined service requests by enabling clients to directly initiate and track transaction inquiries within our awarded CashPro platform, using AI to accomplish that."
BAC,Diversified Banks,2024Q3,Brian Moynihan,CEO,Executive,Internal Automation,Yes,0.7,"Erica, our AI-enabled virtual assistant, reached 2.4 billion client interactions since its launch, and Zelle showed continued user and usage increases."
BDX,Health Care Equipment,2023Q4,Tom Polen,"Chairman, Chief Executive Officer and President",Executive,"AI-Native Product, Internal Automation, AI Infrastructure",Yes,0.8,"Second, we significantly advanced our innovation pipeline, launching 27 key new products that benefit researchers, providers and patients, integrating AI, robotics and other advanced technologies."
BDX,Health Care Equipment,2025Q3,Thomas E. Polen,"Chairman, Chief Executive Officer and President",Executive,"AI-Native Product, Internal Automation",Yes,0.8,"Within MMS, we began limited commercial release of our new BD Pyxis Pro, completing installs at several customer sites with our BD Incada enterprise AI software to follow this quarter."
BDX,Health Care Equipment,2025Q4,Thomas Polen,CEO,Executive,AI-Native Product,Yes,0.7,"Additionally, we focused investments behind planned new product launches, including our recently launched BD Incada AI-enabled platform that unifies BD device data into one intelligent ecosystem, and our next-generation BD Pyxis Pro medication dispensing platform as well as new planned launches in A"
